,school,school_norm,school_standard,specialization,specialization_norm,specialization_standard
9390,THPT Thủ Thiêm,trung hoc pho thong thu thiem,trung hoc pho thong thu thiem,Chuyên ngành,chuyen nganh,chuyen nganh
9391,đai học cn sao đo,dai hoc cong nghe sao do,dai hoc sao do,co khi đong lực,co khi dong luc,ky thuat co khi dong luc
9392,Đại Học Công NGhiệp Hà Nội,dai hoc cong nghiep ha noi,dai hoc cong nghiep ha noi,Kỹ thuật điện - điện tử,ky thuat dien dien tu,ky thuat co dien tu
9393,Đại học Bách Khoa TP.HCM,dai hoc bach khoa hcm,dai hoc bach khoa hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9394,Đại học Hùng Vương,dai hoc hung vuong,dai hoc hung vuong,Chuyên ngành,chuyen nganh,chuyen nganh
9395,HUTECH - Trường Đại học Công nghệ TP.HCM,hutech truong dai hoc cong nghe hcm,dai hoc cong nghe hcm,Công nghệ kỹ thuật ô tô,cong nghe ky thuat o to,cong nghe ky thuat o to
9396,Đại học Khoa học xã hội và Nhân văn Hà Nội,dai hoc khoa hoc xa hoi nhan van ha noi,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,Báo chí,bao chi,bao chi
9397,Lùn thì SAO? Lùn đáng YÊU chứ sao. Cúi xuống mà nhìn TAO,lun thi sao? lun dang yeu chu sao cui xuong ma nhin tao,CannotFound,Chuyên ngành,chuyen nganh,chuyen nganh
9398,Đại Học Thương Mại,dai hoc thuong mai,dai hoc thuong mai,Quản trị Marketting,quan tri marketting,quan tri marketting
9399,THPT DL Lý Thái Tổ - Hà Nội,trung hoc pho thong dl ly thai to ha noi,trung hoc pho thong dl ly thai to ha noi,Chuyên ngành,chuyen nganh,chuyen nganh
9400,THPT Long Thành,trung hoc pho thong long thanh,trung hoc pho thong long thanh,Chuyên ngành,chuyen nganh,chuyen nganh
9401,thcs long bình tân,trung hoc co so long binh tan,trung hoc co so long binh tan,học cơ sở,hoc co so,co hoc
9402,Trung tâm Tester Hà Nội,trung tam tester ha noi,CannotFound,Tester - Kiểm thử phần mềm,tester kiem thu phan mem,tester kiem thu phan mem
9403,Trung Cấp Y Tế Tuyên Quang,trung cap y te tuyen quang,CannotFound,Chuyên ngành,chuyen nganh,chuyen nganh
9404,Can Tho University,can tho university,dai hoc can tho,Chuyên ngành,chuyen nganh,chuyen nganh
9405,Đại học Sài Gòn,dai hoc sai gon,dai hoc sai gon,CNTT,cong nghe thong tin,cong nghe thong tin
9406,cao đẳng nghề Lilama 2,cao dang nghe lilama 2,cao dang nghe lilama 1,hàn công nghệ,han cong nghe,han cong nghe
9407,THCS Thành Công,trung hoc co so thanh cong,trung hoc co so thanh cong,tất cả,tat ca,tat ca
9408,Đại Học Công Nghiệp TP.HCM,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9409,Ton Duc Thang University,ton duc thang university,dai hoc ton duc thang,English,english,ngon ngu anh
9410,thpt tô hưu,trung hoc pho thong to huu,trung hoc pho thong to huu,...,,
9411,Đại học Công Nghệ Sài Gòn - SaiGon Technology University,dai hoc cong nghe sai gon saigon technology university,dai hoc cong nghe sai gon,Chuyên ngành,chuyen nganh,chuyen nganh
9412,Đại học Ngoại Ngữ - ĐHQG Hà Nội (ULIS-VNU),dai hoc ngoai ngu dai hoc quoc gia ha noi,dai hoc ngoai ngu dai hoc quoc gia ha noi,Ngôn ngữ Nhật Bản,ngon ngu nhat ban,ngon ngu nhat
9413,Trường đại học công nghiệp tphcm,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,Quản trị kinh doanh,quan tri kinh doanh,quan tri kinh doanh
9414,IUH - Trường ĐH Công Nghiệp Tp.HCM,iuh truong dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9415,Ho Chi Minh University of Industry,hcm university of industry,dai hoc cong nghiep hcm,Banking & Finance,banking finance,banking finance
9416,LACO Organic Sĩ quan Lục Quân,laco organic si quan luc quan,CannotFound,Chuyên ngành,chuyen nganh,chuyen nganh
9417,Thang Long University,thang long university,dai hoc thang long,Chuyên ngành,chuyen nganh,chuyen nganh
9418,Hermann Gmeiner Đà Nẵng,hermann gmeiner da nang,CannotFound,Chuyên ngành,chuyen nganh,chuyen nganh
9419,Vietnam University of Commerce,vietnam university of commerce,dai hoc thuong mai,E-commerce,e commerce,thuong mai dien tu
9420,KẾ TOÁN - KIỂM TOÁN,ke toan kiem toan,CannotFound,KẾ TOÁN - KIỂM TOÁN,ke toan kiem toan,kiem toan
9421,Đại học Hoa Sen,dai hoc hoa sen,dai hoc hoa sen,Quản trị Công nghệ Truyền thông,quan tri cong nghe truyen thong,cong nghe truyen thong
9422,đại học lạc hồng,dai hoc lac hong,dai hoc lac hong,ngôn ngữ anh,ngon ngu anh,ngon ngu anh
9423,Cao đẳng nghề Sóc Trăng - svc.edu.vn,cao dang nghe soc trang svc edu vn,cao dang nghe soc trang,"Antropologia, Ang., Photo's",antropologia ang photo's,antropologia ang photo's
9424,THPT Phan Chu Trinh Cưjút Đắk Nông,trung hoc pho thong phan chu trinh cujut dak nong,trung hoc pho thong phan chu trinh cujut dak nong,Chuyên ngành,chuyen nganh,chuyen nganh
9425,Cao Đẳng Kinh Tế Kỹ Thuật Miền Nam,cao dang kinh te ky thuat mien nam,cao dang kinh te ky thuat dien bien,Tài chính ngân hàng,tai chinh ngan hang,tai chinh ngan hang
9426,dh nong lam thai nguyen,dai hoc nong lam thai nguyen,dai hoc nong lam thai nguyen,Chuyên ngành,chuyen nganh,chuyen nganh
9427,Trường Cao Đẳng Nghề Giao Thông Vận Tải Trung Ương III,cao dang nghe giao thong van tai trung uong 3,cao dang giao thong van tai trung uong 3,kỹ thuật máy lạnh và điều hòa không khí,ky thuat may lanh dieu hoa khong khi,ky thuat may lanh dieu hoa khong khi
9428,Đại học Công Nghiệp Thực Phẩm Tp.HCM,dai hoc cong nghiep thuc pham hcm,dai hoc cong nghiep hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9429,Trường THPTCẩm Lý,trung hoc pho thongcam ly,trung hoc pho thongcam ly,Chuyên ngành,chuyen nganh,chuyen nganh
9430,Đại Học Công Nghiệp TP.HCM,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9431,truong dai hoc cong nghiep tphcm,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9432,Đại học Bách Khoa TP.HCM,dai hoc bach khoa hcm,dai hoc bach khoa hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9433,SAIGONACT,saigonact,CannotFound,Chuyên ngành,chuyen nganh,chuyen nganh
9434,Trường Cao đẳng nghề du lịch Vũng Tàu,cao dang nghe du lich vung tau,cao dang du lich vung tau,Chuyên ngành,chuyen nganh,chuyen nganh
9435,chung cấp nghề tp,chung cap nghe,CannotFound,cơ khí lấp ráp nhà xưởng,co khi lap rap nha xuong,co khi lap rap nha xuong
9436,Trường Đại học Bách Khoa Hà Nội,dai hoc bach khoa ha noi,dai hoc bach khoa ha noi,Công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
9437,Military Science Academy,military science academy,hoc vien khoa hoc quan su,Tiếng Anh,tieng anh,su pham tieng anh
9438,ĐẠI HỌC Y KHOA PHẠM NGỌC THẠCH,dai hoc y khoa pham ngoc thach,dai hoc y khoa pham ngoc thach,Chuyên ngành,chuyen nganh,chuyen nganh
9439,Trường Đại học Thủ đô Hà Nội,dai hoc thu do ha noi,dai hoc thu do ha noi,Hệ ĐH Ngôn ngữ Trung Quốc,he dai hoc ngon ngu trung quoc,ngon ngu trung quoc
9440,Trung cấp sư phạm mẫu giáo nhà trẻ Hà Nội,trung cap su pham mau giao nha tre ha noi,CannotFound,sư phạm mầm non,su pham mam non,su pham mam non
9441,Đai Hoc xây Dưng Gia Đình,dai hoc xay dung gia dinh,dai hoc xay dung gia dinh,Lập gia đình,lap gia dinh,lap gia dinh
9442,dai hoc kinh te ky thuat cong nghiep hn,dai hoc kinh te ky thuat cong nghiep ha noi,dai hoc kinh te ky thuat cong nghiep,Business Administrator,business administrator,quan tri kinh doanh
9443,Hoang Hoa Tham,hoang hoa tham,CannotFound,Chuyên ngành,chuyen nganh,chuyen nganh
9444,Trường Đại Học Khoa Học Tự Nhiên,dai hoc khoa hoc tu nhien,dai hoc khoa hoc tu nhien dai hoc quoc gia hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9445,Trường Đại học Tài nguyên và Môi trường Tp. Hồ Chí Minh,dai hoc tai nguyen moi truong hcm,dai hoc tai nguyen moi truong hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9446,Đại học Mở Tp. HCM - HoChiMinh Open University,dai hoc mo hcm hochiminh open university,dai hoc mo hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9447,Trường Đại học Luật Tp. Hồ Chí Minh,dai hoc luat hcm,dai hoc luat hcm,Chuyên ngành Luật hình sự,chuyen nganh luat hinh su,chuyen nganh
9448,Hội Sinh Viên K55 Đại Học Nha Trang,hoi sinh vien k55 dai hoc nha trang,dai hoc nha trang,Ke Toan,ke toan,ke toan
9449,IUH - Đại học Công Nghiệp TP.HCM,iuh dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9450,CĐKT- KT VINATEX,cao dang kt kt vinatex,cao dang kinh te ky thuat vinatex,CÔNG NGHỆ MAY,cong nghe may,cong nghe det may
9451,cao đẳng giao thông vận tải,cao dang giao thong van tai,cao dang giao thong van tai hcm,tài chính kế toán,tai chinh ke toan,tai chinh ke toan
9452,Vysoká škola ekonomická v Praze /VŠE/,vysoka skola ekonomicka v praze /vse/,CannotFound,business administration and management,business administration and management,quan tri kinh doanh
9453,Cao đẳng kỹ thuật Lý Tự Trọng,cao dang ky thuat ly tu trong,cao dang ky thuat ly tu trong,CNTT - IT,cong nghe thong tin it,cong nghe thong tin
9454,THPT Phan Đăng Lưu Tp HCM,trung hoc pho thong phan dang luu hcm,trung hoc pho thong phan dang luu hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9455,Trường Đại Học Công nghiệp Hà Nội,dai hoc cong nghiep ha noi,dai hoc cong nghiep ha noi,Chuyên ngành,chuyen nganh,chuyen nganh
9456,Đại học Mở,dai hoc mo,dai hoc mo hcm,Công nghệ thông tin,cong nghe thong tin,cong nghe thong tin
9457,Trường Đời,doi,CannotFound,Hút Chích Phê Pha,hut chich phe pha,hut chich phe pha
9458,Trung Cấp Y Tế An Giang,trung cap y te an giang,CannotFound,Dược sĩ,duoc si,duoc si
9459,Trường Đại học Văn Hiến,dai hoc van hien,dai hoc van hien,Chuyên ngành,chuyen nganh,chuyen nganh
9460,Trường THPT Dân Lập Nguyễn Bỉnh Khiêm,trung hoc pho thong dan lap nguyen binh khiem,trung hoc pho thong dan lap nguyen binh khiem,Chuyên ngành,chuyen nganh,chuyen nganh
9461,Đại Học Bôn Ba,dai hoc bon ba,dai hoc bon ba,Chuyên ngành,chuyen nganh,chuyen nganh
9462,Đại Học Khoa Học Xã Hội và Nhân văn,dai hoc khoa hoc xa hoi nhan van,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,Chuyên ngành,chuyen nganh,chuyen nganh
9463,Đại học Công nghiệp Thực phẩm Tp.HCM,dai hoc cong nghiep thuc pham hcm,dai hoc cong nghiep hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9464,Lười,luoi,CannotFound,Hay ăn,hay an,hay an
9465,Ở Nhà Nghỉ Ngơi Ăn Chơi Mà Cũng Thấy Chán Và Mệt Là Sao Nhỉ.hazzzzz,o nha nghi ngoi an choi ma cung thay chan met la sao nhi hazzzzz,CannotFound,Chuyên ngành,chuyen nganh,chuyen nganh
9466,"Thế Giới ảo ღ  Nhưng Cảm Xúc Thật :)""","the gioi ao g' nhung cam xuc that :)""",CannotFound,Chuyên ngành,chuyen nganh,chuyen nganh
9467,THCS Minh Tân,trung hoc co so minh tan,trung hoc co so minh tan,Chuyên ngành,chuyen nganh,chuyen nganh
9468,Ton Duc Thang University - Vietnam,ton duc thang university vietnam,dai hoc ton duc thang,Du lịch lữ hành,du lich lu hanh,quan tri dich vu du lich lu hanh
9469,Đại học Văn Hóa TP HCM - VHS,dai hoc van hoa hcm vhs,dai hoc van hoa hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9470,Trường Đại học Kinh doanh và Công nghệ Hà Nội,dai hoc kinh doanh cong nghe ha noi,dai hoc kinh doanh cong nghe ha noi,Contabilidad,contabilidad,contabilidad
9471,Đại học Xây dựng,dai hoc xay dung,dai hoc xay dung ha noi,Chuyên ngành,chuyen nganh,chuyen nganh
9472,Trường Đại học Cần Thơ - Can Tho University,dai hoc can tho can tho university,dai hoc can tho,Chuyên ngành,chuyen nganh,chuyen nganh
9473,CAO DANG KINH TE TPHCM,cao dang kinh te hcm,cao dang kinh te hcm,Ke Toan,ke toan,ke toan
9474,Đại học Y dược TP. HCM,dai hoc y duoc hcm,dai hoc y duoc hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9475,Trường Đại học Thủ đô Hà Nội,dai hoc thu do ha noi,dai hoc thu do ha noi,Giáo dục tiểu học,giao duc tieu hoc,giao duc tieu hoc
9476,THPT Nguyễn Trãi - Ba Đình,trung hoc pho thong nguyen trai ba dinh,trung hoc pho thong nguyen trai ba dinh,Chuyên ngành,chuyen nganh,chuyen nganh
9477,HCE,hce,CannotFound,Chuyên ngành,chuyen nganh,chuyen nganh
9478,THPT Lê Quý Đôn,trung hoc pho thong le quy don,trung hoc pho thong le quy don,Chuyên ngành,chuyen nganh,chuyen nganh
9479,Bán công Tân Biên,ban cong tan bien,CannotFound,trung học phổ thông,trung hoc pho thong,trung hoc pho thong
9480,FPT-Arena Multimedia,fpt arena multimedia,CannotFound,Graphic Design,graphic design,thiet ke do hoa
9481,Hanoi University of Technology,hanoi university of technology,dai hoc cong nghe hcm,Điện tử viễn thông,dien tu vien thong,ky thuat dien tu vien thong
9482,Trường Đại Học Khoa Học Tự Nhiên,dai hoc khoa hoc tu nhien,dai hoc khoa hoc tu nhien dai hoc quoc gia hcm,Sinh hóa,sinh hoa,sinh hoa
9483,Đại học Ngân Hàng TPHCM,dai hoc ngan hang hcm,dai hoc ngan hang hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9484,Đại Học Bôn Ba,dai hoc bon ba,dai hoc bon ba,Chuyên ngành,chuyen nganh,chuyen nganh
9485,THPT Diên Hồng,trung hoc pho thong dien hong,trung hoc pho thong dien hong,Chuyên ngành,chuyen nganh,chuyen nganh
9486,HUTECH - Đại học Công nghệ Tp.HCM,hutech dai hoc cong nghe hcm,dai hoc cong nghe hcm,Kế toán tài chính,ke toan tai chinh,ke toan tai chinh
9487,New Mexico State University,new mexico state university,new mexico state university,sinh học phân tử,sinh hoc phan tu,sinh hoc
9488,Đại Học Văn Hoá TPHCM-VHS,dai hoc van hoa hcm vhs,dai hoc van hoa hcm,Khoa Du Lịch,khoa du lich,du lich
9489,Đại học Mở TPHCM,dai hoc mo hcm,dai hoc mo hcm,Chuyên ngành Công Tác Xã Hội,chuyen nganh cong tac xa hoi,cong tac xa hoi
9490,Cao đẳng kỹ thuật Lý Tự Trọng,cao dang ky thuat ly tu trong,cao dang ky thuat ly tu trong,Chuyên ngành,chuyen nganh,chuyen nganh
9491,Trường THPT Gò Công Đông,trung hoc pho thong go cong dong,trung hoc pho thong go cong dong,Chuyên ngành,chuyen nganh,chuyen nganh
9492,Đại Học Công Nghiệp TP.HCM,dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,Công nghệ - Kỹ thuật điện.,cong nghe ky thuat dien,cong nghe ky thuat co dien tu
9493,Cao đẳng kỹ thuật Lý Tự Trọng,cao dang ky thuat ly tu trong,cao dang ky thuat ly tu trong,Công Nghệ Kỹ Thuật Điện,cong nghe ky thuat dien,cong nghe ky thuat co dien tu
9494,Trường Đại học Y tế Công cộng,dai hoc y te cong cong,dai hoc y te cong cong,Chuyên ngành,chuyen nganh,chuyen nganh
9495,Đại học ngoại thương,dai hoc ngoai thuong,dai hoc ngoai thuong,Tiếng anh thương mại,tieng anh thuong mai,tieng anh thuong mai
9496,IUH - Đại học Công Nghiệp TP.HCM,iuh dai hoc cong nghiep hcm,dai hoc cong nghiep hcm,Chuyên ngành,chuyen nganh,chuyen nganh
9497,Trường Đời,doi,CannotFound,Chuyên ngành,chuyen nganh,chuyen nganh
9498,Đại học Thủy Lợi - WRU,dai hoc thuy loi wru,dai hoc thuy loi,Kỹ thuật công trình xây dựng dân dụng và công nghiệp,ky thuat cong trinh xay dung dan dung cong nghiep,ky thuat xay dung cong trinh bien
9499,đhcn hn,dai hoc cong nghe ha noi,dai hoc cong nghiep ha noi,chế tạo và khí hạn Nhân,che tao khi han nhan,che tao khi han nhan
9500,Trung hoc cơ so Long điên đông a,trung hoc co so long dien dong a,trung hoc co so long dien dong a,Trung hoc cơ so,trung hoc co so,trung hoc co so
9501,Trường Đại Học Thương Mại,dai hoc thuong mai,dai hoc thuong mai,Khoa Thương mại quốc tế,khoa thuong mai quoc te,khoa thuong mai quoc te
9502,Đại học lao động xã hội,dai hoc lao dong xa hoi,dai hoc lao dong xa hoi,Kế Toán,ke toan,ke toan
9503,Cao đẳng kinh tế - kỹ thuật miền Nam,cao dang kinh te ky thuat mien nam,cao dang kinh te ky thuat dien bien,Chuyên ngành,chuyen nganh,chuyen nganh
9504,CD Thuy Loi Bac Bo,cao dang thuy loi bac bo,cao dang thuy loi bac bo,Chuyên ngành,chuyen nganh,chuyen nganh
9505,Nam Kỳ Khởi Nghĩa,nam ky khoi nghia,CannotFound,tự do,tu do,tu do
9506,Trường THPT Nguyễn Trung Trực Phù Mỹ Bình Định,trung hoc pho thong nguyen trung truc phu my binh dinh,trung hoc pho thong nguyen trung truc phu my binh dinh,Chuyên ngành,chuyen nganh,chuyen nganh
9507,Trường Đại học Cần Thơ - Can Tho University,dai hoc can tho can tho university,dai hoc can tho,Chuyên ngành,chuyen nganh,chuyen nganh
9508,Đại học Thủ Đô Hà Nội,dai hoc thu do ha noi,dai hoc thu do ha noi,Sư phạm tiểu học,su pham tieu hoc,su pham tin hoc
9509,Học viện ngân hàng,hoc vien ngan hang,hoc vien ngan hang,Chuyên ngành Ngân hàng Thương mại,chuyen nganh ngan hang thuong mai,chuyen nganh
9510,Đại học bôn ba bốn biển là nhà,dai hoc bon ba bon bien la nha,dai hoc bon ba bon bien la nha,Chuyên ngành,chuyen nganh,chuyen nganh
9511,thpt krông bông,trung hoc pho thong krong bong,trung hoc pho thong krong bong,thiết kế đồ hoạ,thiet ke do hoa,thiet ke do hoa
9512,HVCT,hvct,CannotFound,Điện Công Nghiệp,dien cong nghiep,dien cong nghiep
9513,Trường THPT Võ Trường Toản,trung hoc pho thong vo truong toan,dai hoc vo truong toan,Chuyên ngành,chuyen nganh,chuyen nganh
9514,Trường đại học học viện hàng không,dai hoc hoc vien hang khong,dai hoc hoc vien hang khong,VIỆT NAM HỌC-HƯỚNG DẪN VIÊN DU LỊCH,viet nam hoc huong dan vien du lich,viet nam hoc
9515,Học viện Tài Chính (Academy Of Finance),hoc vien tai chinh,hoc vien tai chinh,Tài chính ngân hàng,tai chinh ngan hang,tai chinh ngan hang
9516,Trung học cơ sở,trung hoc co so,trung hoc co so,kinh doanh ,kinh doanh,kinh doanh quoc te
9517,Trường Đại học Tài chính - Kế toán,dai hoc tai chinh ke toan,dai hoc tai chinh ke toan,Chuyên ngành,chuyen nganh,chuyen nganh
9518,Viện ĐH Mở Hà Nội,vien dai hoc mo ha noi,dai hoc mo ha noi,Ngôn ngữ Anh,ngon ngu anh,ngon ngu anh
9519,trung cấp nghề Hùng Vương,trung cap nghe hung vuong,CannotFound,sữa chữa máy tính,sua chua may tinh,sua chua may tinh
9520,Đại Học Thương Mại,dai hoc thuong mai,dai hoc thuong mai,Business English,business english,business english
9521,QNU,qnu,CannotFound,Chuyên ngành,chuyen nganh,chuyen nganh
9522,Dh Qui nhon,dai hoc qui nhon,dai hoc quy nhon,Chuyên ngành,chuyen nganh,chuyen nganh
9523,Travel,travel,CannotFound,Chuyên ngành,chuyen nganh,chuyen nganh
9524,DAKTAN,daktan,CannotFound,Thiết kế và tạo mẫu,thiet ke tao mau,thiet ke tao mau
9525,CAO ĐẲNG CÔNG NGHỆ THỦ ĐỨC,cao dang cong nghe thu duc,cao dang cong nghe thu duc,Chuyên ngành cơ khí,chuyen nganh co khi,chuyen nganh
9526,Trung cấp kinh tế - kỹ thuật Tây Nam Á,trung cap kinh te ky thuat tay nam a,CannotFound,Quản Trị Kinh Doanh,quan tri kinh doanh,quan tri kinh doanh
