school_name,specialization
"Đại Học Kinh Tế TpHCM","Tài chính"
"đại học ngoại ngữ đà nẵng","cử nhân anh"
"đại học duy tân","quản trị kinh doanh"
"Học viện Ngân Hàng","Cử Nhân Kinh Tế"
"Đại học Sân khấu Điện Ảnh HCM","Đạo Diễn Điện ảnh - Truyền hình"
"đại học luật","luật tổ chức kinh doanh"
"Cao đẳng giao thông vận tải 3","Công nghệ kĩ thuật ôtô"
"Đại học Văn Hiến","Quản trị kinh doanh"
"đại học kinh tế quốc dân","kế tóan"
"đại học lao động xã hội","kế tóan"
"Cao đẳng nghề cơ khí nông nghiệp",Cntt
"Cao đẳng thực hành Fpt Polytechnich",Cntt
"Cao đẳng Xây dựng số 2","Cấp thoát nước"
"ĐH Tôn Đức Thắng",QTKD
thcs,"kinh doanh online"
"Đại học Tài chính Marketing","Quản trị kinh doanh quốc tế"
"Đại Học CỬU LONG","Tài chính ngan hàng"
"Đại Học Công Nghệ GTVT Vĩnh Phúc","Kĩ thuật Xây Dựng Cầu Đường Bộ"
"đại học công nghiệp Hà Nội","Quản trị kinh doanh"
"Phan Việt Thông","học vấn trung bình trình độ 9/12"
"trung cấp kinh tế kỹ thuật tây ninh","kế toán doanh nghiệp"
"Trường Dại học công nghiệp Quảng Ninh","Kĩ thuật điện, điện tử"
"University College of Foreign Languages","International Studies"
"Bách Khoa TpHCM","Hệ thống điện"
"cao đẳng công nghiệp và xây dựng","kỹ thuật khai thác mỏ"
"trường đại học trà vinh","chuyên ngành ngôn ngữ anh"
"trường đại học lao động xã hội cơ sở 2","Quản lý nguồn nhân lực tô"
"Cao Đẳng Kinh Tế Kỹ Thuật Vinatex TP.HCM","Công nghệ may"
"Trường Đại học Công nghệ TP HCM","Quản trị kinh doanh"
"trường trung cấp y sĩ y học cổ truyền lê hứu trác","y sĩ y học cổ truyền"
"THPT Trưng Vương",12/12
"đại học kiến trúc đà nẵng","quản lý xây dựng"
"Đại học Tôn Đức Thắng","Tài chính tín dụng"
"bách khoa hcm","kỹ thuật hệ thống công nghiệp"
"Cao Đẳng Nghề Cơ Điện Luyện Kim Thái Nguyên","Cơ khí"
"trung cấp nghề lilama","hoc vân hành máy ở sài gòn"
"Đại Học Hàng Hải Việt Nam","kĩ thuật môi trường"
"cao đẳng y dược Pasteur","điều dưỡng"
"giáo dục thường xuyên q1","kinh tế"
"cao đẳng kinh tế kỹ thuật hcm","quản trị kinh doanh"
"đại học kinh tế tp.hcn",luật
"Đại Học Hải Dương","Tài chính"
"Đại Học Hải Dương","Tài chính"
"Đại Học FPT","Kĩ Thuật Phần Mềm"
ishcmc,"lớp 11"
"đại học thể dục thể thao thành phố hồ chí minh","giáo dục thể chất"
"đại học thể dục thể thao thành phố hồ chí minh","giáo dục thể chất"
"Đại học tài nguyên và môi trường hà nội","Địa chính - quản lý đất đai"
HUTECH,"Kỹ thuật tự động hóa"
"Đại học Dược Hà Nội","Quản lí- Kinh tế Dược"
"Bach Khoa Ha Noi",CNTT
"Đại Học Bách Khoa Hà Nội","Công nghệ vật liệu Polyme và Composite"
"Đại học Lâm Nghiệp","Khoa học môi trường"
"truờng tc quân y 1","y sỹ đa khoa"
"Cao đẳng Kinh tế đối ngoại","Xuất - Nhập khẩu"
"Trường THPT Mường La","văn hóa"
"đại học công nghiệp hà nội","quản trị kinh doanh"
"đại học công nghiệp tp hcm","quản trị kinh doanh"
"Đại học sư phạm Thái Nguyên","Sư phạm Hoá học"
"Đại Học Hoà Bình","thiết kế nội thất"
"dai hoc luật tphcm","luật học"
"Cao Đẳng Bách Việt Tp.HCM","Quan Hệ Công Chúng"
"ĐH CÔNG NGHIỆP HN",QTKD
"Cao đẳng công nghệ Bắc Hà","Tiếng Hàn"
"Trường đại học Kinh tế Kỹ thuật Công nghiệp","Tài chính doanh nghiệp"
"Đại học kinh doanh và công nghệ Hà Nội","Tài chính"
"truong bo tuc hong ha","y te"
"Cao đẳng Thống kê","Kế toán "
"Học viện Ngoại giao","Kinh tế Quốc tế"
"Đại học Phương Đông","Quản trị Kinh Doanh"
"Đại Học Nội Vụ Hà Nội","Dịch vụ pháp lý"
"Đại học Bách Khoa Tp.Hcm","Quản lý công nghiệp"
"Trường Đại học Công nghiệp Hà Nội","kế toán"
"ĐH Thăng Long","Tài chính-Ngân hàng"
"trường KTCN Việt Nam-Hàn Quốc","Kĩ thuật điện tử"
"Trường đại học Thăng Long","Văn hóa Nhật bản"
"Đại học sư phạm kĩ thuật Nam Định","Công nghệ thông tin"
"Trường đại học sư phạm kĩ thuật Nam Định","Công nghệ thông tin"
"PTTH TIỂU LA","Không có"
"Đại học luật hà nội",Luật
"Foreign Trade University ","Banking and International Finance"
"JV of Foreign Trade University and University of Bedforeshire, UK","Finance and Business Management"
"Đại học Lao động và Xã hội cơ sở 2","Kế toán"
"Đại học Tôn Đức Thắng","Tài chính "
"Học Viện An Ninh","Luật Hình Sự"
"đại học kinh tế quốc dân","kế hoạch phát triển"
"cao đẳng kinh tế đối ngoại","xuât nhập khẩu"
"đại học lao động xã hội","công tác xã hội"
"đại học sư phạm kỷ thuật tphcm",cntt
"Đại học Sài Gòn","Quản trị kinh doanh"
"đại học hàng hải việt nam","kinh tế ngoại thương"
"Cao đẳng nghề Tp Hồ Chí Minh","Điện lạnh"
"thcs minh lương","học sinh"
"Đại học Kinh tế Quốc dân","Quản trị kinh doanh"
"Trường đại học công nghiệp 4","quản trị kinh doanh"
"Học Viện Nông Nghiệp Việt Nam","Nông Học"
rmit,commercial
"đại học ngoại thương hà nội","tiếng anh thương mại"
"Học viện Nông Nghiệp Việt Nam","Kinh tế nông nghiệp"
"Posts & Telecommunications Institute of Technology","Công nghê thông tin"
"ĐH Công Nghệ","Khoa Học Máy Tính"
"Deakin University",0
"Học Viện Ngân Hàng","Tài Chính Ngân Hàng"
"Đại Học Quốc Tê Hồng Bàng","Công Nghệ Thông Tin"
"Phương Nam","Dược Sĩ"
"Cao Đẳng Kinh Tế TP.HCM","Kinh doanh thương mại"
"trường TTGD - TX tĩnh gia","trung học phổ thông"
"RMIT University Vietnam","Bachelor of Business- Economics and Finance "
"cao đẳng kỹ thuật cao thắng","cơ khí ôtô"
"cao đẳng kỹ thuật cao thắng","cơ khí ôtô"
"cao đẳng kỹ thuật cao thắng","cơ khí ôtô"
"cao đẳng kỹ thuật cao thắng","cơ khí ôtô"
"cao đẳng kỹ thuật cao thắng","cơ khí ôtô"
"cao đẳng kỹ thuật cao thắng","cơ khí ôtô"
"cao đẳng kỹ thuật cao thắng","cơ khí ôtô"
"cao đẳng kỹ thuật cao thắng","cơ khí ôtô"
"THPT NGUYỄN THÁI BÌNH- Lâm Đồng","Tốt nghiệp cấp 3"
"Đại Học Xây Dựng Hà Nội","Xây dựng"
"Đại Học Nha Trang",0
"Học viện Ngân  hàng","Kinh doanh Quốc tế"
"Công ty cổ phần thiết kế trang sức Jemmia","QUẢN TRỊ KINH DOANH"
"Đại Học Khoa Học Xã Hội Và Nhân Văn","Quản Trị Kinh Doanh"
"Đại học Bình Dương",0
"Học viện Công nghệ Bưu chính Viễn thông","Kế toán – Kiểm toán"
"đại học nông lâm bắc giang","công nghệ thực phẩm"
"đại học nông lâm bắc giang","công nghệ thực phẩm"
"Viện Đại Học Mở Hà Nội","Quản Trị Kinh Doanh"
"Học viện ngân hàng phân viện bắc ninh","Tài chính ngân hàng"
"Chuyên Anh Việt Anh","Kinh Doanh"
"Đại học giao thông vận tải tphcm","Kinh tế xây dựng"
"International School of Hospitality Studies, Nguyen Tat Thanh University","Higher National Diploma in Hospitality Management"
"đại học lao động xã hội (cs2)","kế toán"
"đại học khoa học tự nhiên tphcm","công nghệ kỹ thuật môi trường"
"Nguyễn thi minh khai","ko có"
"Học Viện Hàng Không Việt Nam","Quản trị kinh doanh"
"cao đẳng tài chính hải quan","kế toán nhà nước"
"THPT DL NHAN VAN","cap 3"
"Đại học Ngoại ngữ Huế","Quốc tế học"
"Đại học giao thông vận tải tphcm","kinh tế xây dựng"
"đại học công nghiệp thực phẩm tphcm","kế toán doanh nghiệp"
"trung cấp kinh tế kỹ thuật q12","nhà hàng-khách sạn"
"Đại học Kinh tế VNU","Kinh tế quốc tế"
"truong trung cap nghe nghi son","co khi"
"trung cấp y dược hà nội","dược sĩ"
"Đại học công nghệ thông tin - Đại học QG TPHCM","công nghệ phần mềm"
"đại học Bách Khoa tp. Hồ Chí Minh","Xây dựng dân dụng và công nghiệp"
"Đại học Nông Lâm - Bắc Giang","Công nghệ thực phẩm"
"Đại học Nông Lâm - Bắc Giang","Công nghệ thực phẩm"
"Cao Đẳng Công Nghệ Thông Tin Đà Nẵng","Công Nghệ Thông Tin"
"Đại học","su pham"
"trường thkt &Nv Thủy sản 2","cơ điện lạnh"
"Đại học Hùng Vương TPHCM","tài chính ngân hàng"
"truong trung cap nghe in offset tran phu tphcm","in an offset"
"Đại học Ngoại Thương","Ngoại Ngữ"
"Đại học Kinh tế Huế","Kinh tế học"
"Đại học Thương mại","Thương mại Điện tử"
"Đại học Bách Khoa Hà Nội","Quản lý Công nghiệp"
"Viện Đại học Mở Hà Nội","Tài chính Ngân hàng"
"Cao đẳng Du lịch Sài Gòn","Quản trị lữ hành"
"Đại học Khoa học Công nghệ Hà Nội","Công nghệ Thông tin"
"Đh Văn Lang","Quan hệ công chúng và truyền thông"
"Trường cao đẳng xây dựng số 3","Trung cấp xây dựng dân dụng và công nghiệp"
"THPT Yên Phong 1",0
"Đại học kỹ thuật công nghệ (HUTECH)","Cơ - Điện Tử"
"THPT Long Xuyên",0
"THPT Chu Văn An",0
"Trường ĐH Hàng Hải","Khoa  Kinh  tế, kế toán"
"trường cao đẳng y tế khánh hòa","chuyên nghành dược"
"thpt nguyễn khuyến","phổ thông"
"thpt nguyễn khuyến","phổ thông"
"Đại học Công Nghiệp Thành phố Hồ Chí Minh","Quản trị kinh doanh quốc tế"
"Trung cấp Bến Thành","Sư phạm mầm non"
"thcs trung hoà","k có"
"Đại học Văn Hiến","Tâm lý học"
"trường dh tài nguyên và môi trường tp hcm","quản lý đất đai"
"kinh te quoc dan","toan thong ke tin hoc"
"Trường Trung cấp Công Nghệ va Quản Trị Đông Đô","Văn thư lưu trữ"
Goethe-Intitus,"tiếng Đức"
"Đại học Tài Chính - Marketing","Tài Chính Công"
"truong trung hoc. co so tan binh","hoc trung cap"
"DH Thủy Lợi","Công trình"
"THPT Nông Cống 3",0
"Cao đẳng Y tế Hải Phòng",0
"HELP University",0
"Cao Đẳng Cần Thơ",0
"THPT Nguyễn Huệ Nam Định",0
"trung học phổ thông","Không có trung bình"
"Đại học Công nghiệp Thành phố Hồ Chí Minh",0
"Đại học Điện lực",0
HUFLIT,"Quản trị kinh doanh quốc tế"
"Foreign Trade University","External Economics"
"Khoa học xã hội và nhân văn","Ngôn ngữ Anh"
"Đại học Ngoại ngữ - Đại học Quốc gia Hà Nội",0
"THPT Thanh Miện I",0
"Đại Học Kinh Tế Luật ĐHQG TP. HCM","Hệ thống thông tin quản lý"
"Đại Học Công Nghệ Sài Gòn - STU",0
"Đại Học Thương mại","Quản lý kinh tế"
"Cao đẳng Kinh tế Kỹ thuật Trung ương","Quản trị Kinh doanh"
"Đại học Cần Thơ"," Công nghệ sinh học"
"THPT Trần Hưng Đạo - Ninh Bình",0
"National Economics University of Vietnam",0
"FPT University","Business Administration"
"Học viện Báo chí và Tuyên truyền","Quảng cáo"
"Đại học Ngoại Thương",0
"đại học văn hiến","quản trị kinh doanh"
"Trường Đại học Hàng hải Việt Nam","Tài chính kế toán"
"Đại học Phương Đông","Tài chính - Ngân hàng"
"Đại học Công nghiệp Hà Nội","Điện tử"
"Đại học Thăng Long","Quản trị Kinh doanh"
"Đại học Mở Hà Nội","Khoa Kinh tế"
"THPT Trần Hưng Đạo","Học sinh"
"đại học Bách Khoa Hà Nội","quản trị tài chính"
"THPT Gia Viễn B",0
"Cao đẳng kinh tế công nghệ TPHCM","Quản trị kinh doanh"
"Học viện Công nghệ Bưu chính Viễn thông",0
"Đại học Kinh tế Quốc dân","Quản trị du lịch và lữ hành"
"Học Viện Nông Nghiệp Việt Nam","Kinh tế nông nghiệp"
"Posts & Telecommunications Institute of Technology",0
"Trường Đại học Kinh Tế Quốc Dân",0
"viện đại học mở hà nội","luật kinh tế "
"đại học Cần Thơ","Nông nghiệp Sạch"
"Học Viện Nông Nghiệp Việt Nam","Kinh Tế Nông Nghiệp"
"đh công nghệ sai gon","Cơ Điện Tử"
"Đại Học Yersin Đà Lạt","Công nghệ sinh học"
"Đại học Công Nghiệp Thành Phố Hồ Chí Minh","Ngôn Ngữ Anh "
"Ngoại ngữ - Tin Học TP Hồ Chí Minh","Quản trị Nhà hàng Khách sạn"
"THPT Chu Văn An Văn Yên Yên Bái","học sinh THPT"
"cao đẳng y tế hà nội","điều dưỡng đa khoa"
"cao dang kinh te ky thuat phu lam","cong nghe thong tin"
"Đại học sư phạm kỹ thuật vinh","cơ khí chế tạo máy"
"Đại học sư phạm kỹ thuật vinh","cơ khí chế tạo máy"
"Trường Cao Đẳng Công Thương Tp HCM","Tài chính Ngân hàng"
"đại học kinh tế thành phố hồ chí minh",Marketing
"Lapland University of Applied Sciences","Quản trị kinh doanh"
"Đại Học Latrobe","Quản Trị Kinh Doanh"
"Đại học Công Nghệ TP Hồ Chí Minh","Tiếng anh thương mại"
"Đại học Tài nguyên và Môi trường Hà Nôi","Công nghệ thông tin"
"Hệ thống đào tạo CNTT- Bách khoa aptech","Quản trị mạng"
"Cao đẳng kinh tế Công nghiệp Hà nội","kế toán doanh nghiệp"
"cao đẳng kinh tế đối ngoại","kinh doanh quốc tế"
"Văn Lang Uni","Kế toán"
"Cao đẳng công nghệ Hà Nội","kế toán"
"đại học Bình Dương","Thương Mại Văn Phòng"
"Đại Học Công Nghệ Thông Tin Gia Định","Tài Chính Ngân Hàng"
"Đại học Mở Tp.HCM","Công tác xã hội"
"ĐẠI HỌC NGOẠI NGỮ - TIN HỌC TPHCM","QUAN HỆ CÔNG CHÚNG"
"Đại Học Tôn Đức Thắng","Quản trị tài chính doanh nghiệp"
"trường nghề asian","nấu ăn"
"phổ thông Văn Hiến","kế Toán"
"đại học luật tphcm","luật học"
"trường trung cấp xây dựng tphcm","luật xây dựng dân dụng"
"ĐH Kinh tế -Kỹ thuật - Công nghiệp ","Công nghệ may"
"Cao đẳng văn hoá nghệ thuật và du lịch sài gòn","Thư ký văn phòng"
"Đại học hoa sen","Thiết kế đồ hoạ"
"Trường THPT Đô Lương 2","Văn hóa"
"trường thcs sơn lộc","trung học"
"THPT AN NINH",11
"trung cấp và đào tạo nghề hồng cẩm","nấu ăn"
"thpt thap muoi","thoi trang"
"University of Economics HCMC","Tài Chính"
"Trường Trung Cấp Nghề Tây Nam Á ","Kế Toán "
"Trung Cấp Du Lịch Nhà Hàng Khách Sạn Saigontourist","Quản Lý Va Kinh Doanh Khãch Sạn "
"Trường CĐCĐ Đồng Tháp","Công nghệ thực phẩm"
"Trường Đại Học Cần Thơ","Công nghệ thực phẩm"
"học viện tài chính","tài chính  tín dung"
"học viện tài chính","tài chính  tín dung"
"trường sĩ quan Lục quân 1","quân sự  cơ sở"
"trường sĩ quan Lục quân 1","quân sự  cơ sở"
"Trung cap nghe","lai xe"
"Đại Học Nông Lâm TPHCM","Công nghệ chế biến vi sinh thực phẩm"
"THPT Đốc Binh Kiều","Học sinh"
"truong thpt cap 2-3dan lan dang khoa",12/12
KHTN,"Toán Học"
"truong tiêu hoc C binh thuy","truong trung hoc phô thông binh my"
"đại học khoa học tự nhiên","sinh học"
"Học viện Nông nghiệp Việt Nam",0
"Đại học Sư phạm Hà Nội","Cử nhân Địa lí"
"Đại học Thủy Lợi - WRU",0
"đại học mở tp hcm",tcnh
"Học viện Ngoại giao Việt Nam","Kinh tế Quốc tế"
"Học viện Ngoại giao Việt Nam","Kinh tế Quốc tế"
"trường trung cấp công nghệ và kỹ thuật Cửu long","kỷ thuật viên xét nghiệm"
"CĐ kt-kt vinatex tp.hcm","công nghệ may"
"Đại học Thủ Đô Hà Nội","Chuyên ngành: Sư phạm Lịch sử"
"Học viên Báo chí",0
"Đại học Giao Thông Vận Tải","Kinh tế Xây dựng"
"Học Viện Tài Chính","Tài Chính Doanh Nghiệ"
"Cao đẳng Y Thái Bình",0
"Systech Technology & Trading",0
"Đại Học Ngoại Ngữ - Đại Học Quốc Gia Hà Nôi",0
"Học viện Công nghệ Bưu Chính Viễn Thông - PTIT Hà Nội","Kế Toán"
"Cao đẳng ngoại ngữ và công nghệ","Ngôn ngữ Anh"
"Đại Học Tài Nguyên và Môi Trường Hà Nội",0
