,school,major,example_school,data_school,example_major,data_major
5903,"Đại học bách khoa Tomsk, Liên bang Nga",Vận chuyển dầu và khí,dai hoc cong nghiep thuc pham hcm,dai hoc bach khoa tomsk lien bang nga,khoa hoc che bien mon an,van chuyen dau khi
5904,đại học ngoại thương,quản trị kinh doanh,dai hoc khoa hoc xa hoi nhan van hcm,dai hoc ngoai thuong,su pham ngu van,quan tri kinh doanh
5905,Saigontourist,Khách sạn,cao dang cong thuong hcm,CannotFound,ke toan,quan tri khach san
5906,Phan Đăng Lưu,Học Sinh,dai hoc ngoai ngu tin hoc hcm,CannotFound,bao ve thuc vat,sinh hoc
5907,Đại học kiến trúc xây dựng voronezh,Xây dựng dân dung và công nghiệp,dai hoc su pham ky thuat hcm,dai hoc kien truc xay dung voronezh,cong nghe ky thuat nhiet,xay dung dan dung cong nghiep
5908,đại học công nghiệp tp hồ Chí Minh,cơ khí chế tạo máy,dai hoc mo hcm,dai hoc cong nghiep hcm,ke toan,co khi che tao may
5909,Trừơng Cao Đẳng Kinh Tế Tp. hcm,Kế toán doanh nghiệp,trung tam,cao dang kinh te hcm,ke toan,ke toan doanh nghiep
5910,đại học Hoa Sen,Marketing,dai hoc mo hcm,dai hoc hoa sen,tai chinh ngan hang,marketing
5911,Đại học Y Dược,Nội khoa,dai hoc lao dong xa hoi,dai hoc y duoc hcm,ke toan,noi khoa
5912,trường thpt lý tự trong,pho thong,cao dang kinh te hcm,trung hoc pho thong ly tu trong,kinh doanh xuat nhap khau,pho thong
5913,Trường Mỹ thuật truyền thông Đa phương tiện FPT-ARENA,Mỹ thuật truyền thông Đa phương tiện,dai hoc phan chau trinh,CannotFound,thanh nhac,truyen thong da phuong tien
5914,Học viện ngân hàng,Tài chính ngân hàng,cao dang ban cong cong nghe quan tri doanh nghiep,hoc vien ngan hang,cong nghe dau khi khai thac dau,tai chinh ngan hang
5915,công đoàn,1999,dai hoc cong nghiep hcm,dai hoc cong doan,co khi che tao,1999
5916,Đại học Lâm nghiệp cơ sở 2,Chăn nuôi thú y,dai hoc noi vu ha noi,dai hoc lam nghiep,quan ly nha nuoc,chan nuoi
5917,đh công nghiệp tp.hcm,điện tử tự động,dai hoc kinh te luat hcm,dai hoc cong nghiep hcm,luat kinh doanh,dien tu tu dong
5918,Trường Đại học Mở Thành phố Hồ Chí Minh,Luật kinh tế,dai hoc tai chinh marketing,dai hoc mo hcm,quan tri kinh doanh,luat kinh te
5919,Trường Đại học Kinh tế Thành phố Hồ Chí Minh,Quản trị kinh doanh,dai hoc ba ria vung tau,dai hoc kinh te hcm,logistics quan ly chuoi cung ung,quan tri kinh doanh
5920,Đại học Khoa học Tự nhiên,Máy tính và Khoa học thông tin,dai hoc duoc ha noi,dai hoc khoa hoc tu nhien dai hoc quoc gia hcm,hoa duoc,may tinh khoa hoc thong tin
5921,đại học công nghuệp thực phẩm tp.hcm,kỹ thuật chế biến món ăn,dai hoc an giang dai hoc quoc gia hcm,dai hoc su pham hcm,chan nuoi,ky thuat bien
5922,Đại học Khoa học Xã hội và Nhân văn - Đại học quốc gia TPHCM,Ngữ văn Anh,dai hoc ngan hang hcm,dai hoc khoa hoc xa hoi nhan van dai hoc quoc gia ha noi,tai chinh ngan hang,ngu van anh
5923,Trường Cao Đẳng Công Thương Tphcm,kế toán,trung hoc pho thong,cao dang cong thuong hcm,tam ly hoc giao duc,ke toan
5924,Đại học Huflit,PR,dai hoc khoa hoc tu nhien hcm,dai hoc huflit,cong nghe ky thuat moi truong,pr
5925,Đại học Sư Phạm Kỹ Thuật TP. HCM,Công nghệ kỹ thuật Nhiệt,cao dang y te ninh binh,dai hoc su pham ky thuat hcm,dieu duong,cong nghe ky thuat nhiet
5926,Đại học Mở TP HCM,kế toán,trung hoc pho thong,dai hoc mo hcm,pho thong,ke toan
5927,Trung tâm đào tạo nguồn lực Việt,ACCA,dai hoc mo dia chat,CannotFound,quan ly dat dai,acca
5928,Trường Đại học Mở TP.HCM,Tài chính - Ngân hàng,trung cap,dai hoc mo hcm,thiet ke do hoa,tai chinh ngan hang
5929,Đại Học Lao Động Xã Hội CS II,kế toán,cao dang quan y 2,dai hoc lao dong xa hoi,ke toan,ke toan
5930,Cao Đẳng Kinh tế Đối Ngoại TP.HCM,Kinh doanh Xuất nhập khẩu,cao dang dien luc hcm,cao dang kinh te doi ngoai,ky thuat dien,kinh doanh xuat nhap khau
5931,nha van hoa phu nu Q 3,san soc tham my.xoa bop tham my,dai hoc ton duc thang,CannotFound,ngon ngu anh,san soc tham my xoa bop tham my
5932,Cao đẳng và quản trị doanh nghiệp,khai thác bưu chính viễn thông,dai hoc cong nghiep hcm,cao dang ban cong cong nghe quan tri doanh nghiep,cong nghe thuc pham,khai thac buu chinh vien thong
5933,Đại học công nghiệp TP HCM,Cơ khí chế tạo máy,cao dang nghe long an,dai hoc cong nghiep hcm,cong nghe thong tin,co khi che tao may
5934,Đại học Nội vụ Hà Nội,quản lý nhà nước,dai hoc van lang,dai hoc ha noi,marketing,quan ly nha nuoc
5935,Đại học Kinh tế Luật,Luật Kinh doanh,dai hoc ton duc thang,dai hoc kinh te luat dai hoc quoc gia hcm,quan tri khach san,luat kinh doanh
5936,Đại học Tài chính - Marketing,Quản trị kinh doanh - Thẩm định giá,dai hoc james cook bac queensland,dai hoc tai chinh marketing,quan tri kinh doanh,quan tri kinh doanh
5937,Đại học Bà Rịa - Vũng Tàu,Quản trị Logistics và chuỗi cung ứng,dai hoc hoa sen,dai hoc ba ria vung tau,marketing,logistics quan ly chuoi cung ung
5938,Hanoi University of Pharmacy,Clinical pharmacy,hoc vien quan y,dai hoc ha noi,duoc hoc,duoc hoc
5939,Trường đại học An Giang,Chuyên ngành Chăn nuôi,dai hoc hai phong,dai hoc an giang,ke toan,chuyen nganh
5940,Trường ĐH Ngân hàng TPHCM,Tài chính - Ngân hàng,dai hoc cong nghiep ha noi,dai hoc ngan hang hcm,ke toan,tai chinh ngan hang
5941,Trung học phổ thông Gia Viễn,vcgjbvh,cao dang vien dong,trung hoc pho thong gia vien,quan tri kinh doanh,vcgjbvh
5942,Đại học khoa học tự nhiên TP HCM,Công nghệ môi trường,dai hoc ha long,dai hoc khoa hoc tu nhien dai hoc quoc gia hcm,trung cap,cong nghe ky thuat moi truong
5943,cao đẳng y tế ninh bình,điều dưỡng,dai hoc binh duong,cao dang y te ninh binh,tai chinh ngan hang,dieu duong
5944,Trường THPT Dầu Tiếng,Trung Học Phổ Thông,dai hoc dien luc,trung hoc pho thong dau tieng,dien cong nghiep,trung hoc pho thong
5945,Đh mỏ địa chất,Trắc Địa Bản Đồ - Quản Lý đất Đai,dai hoc ton duc thang,dai hoc mo dia chat,tai chinh ngan hang,quan ly dat dai
5946,Trung cấp Quốc Tế,Thiết kế đồ họa,dai hoc tra vinh,CannotFound,cong nghe thong tin,thiet ke do hoa
5947,cao đẳng vạn xuân,kế toán,cao dang cong nghe thu duc,cao dang van xuan,truyen thong da phuong tien,ke toan
5948,cao đẳng điện lực,điện,dai hoc thanh do,cao dang dien luc hcm,tai chinh ngan hang,ky thuat dien
5949,đại học tôn đức thắng,ngôn ngữ anh,dai hoc ton duc thang,dai hoc ton duc thang,quan tri khach san,ngon ngu anh
5950,đại học công nghiệp tphcm,công nghệ thực phẩm,hoc vien can bo hcm,dai hoc cong nghiep hcm,cong tac xa hoi,cong nghe thuc pham
5951,cao dang cong nghe,cntt,dai hoc su pham hcm,cao dang cong nghe,su pham vat ly,cong nghe thong tin
5952,Văn Lang University,Marketing,dai hoc lam nghiep viet nam,dai hoc van lang,ke toan,marketing
5953,TRƯỜNG ĐẠI HỌC TÔN ĐỨC THẮNG,Nhà Hàng- Khách Sạn,dai hoc fpt,dai hoc ton duc thang,cong nghe phan mem,nha hang khach san
5954,jamescook university Singapore,quản trị kinh doanh,cao dang dai viet sai gon,jamescook university singapore,quan tri khach san,quan tri kinh doanh
5955,Đại học Hoa Sen,Marketing,dai hoc ton duc thang,dai hoc hoa sen,cong nghe sinh hoc,marketing
5956,Học Viện Quân Y,Dược sĩ,dai hoc kinh te tai chinh hcm,hoc vien quan y,marketing,duoc si
5957,đhdl hải phòng,kế toán,trung hoc pho thong,dai hoc hai phong,kinh doanh xuat nhap khau,ke toan
5958,Đại học Công nghiệp Hà Nôi,kế toán,dai hoc ngoai ngu tin hoc hcm,dai hoc cong nghiep ha noi,quan tri van phong,ke toan
5959,Viễn Đông,Quản Trị Kinh Doanh,cao dang tai chinh hai quan,cao dang vien dong,ke toan doanh nghiep,quan tri kinh doanh
5960,dai hoc hong bang,trung cap ke tpan,day nghe,dai hoc quoc te hong bang,lai xe,trung cap ke an
5961,Đại học Bình Dương,Tài chính ngân hàng,dai hoc sai gon,dai hoc binh duong,tai chinh ngan hang,tai chinh ngan hang
5962,Đại học Điện Lực,Điện công nghiệp và dân dụng,dai hoc duy tan,dai hoc dien luc,tai chinh ngan hang,dien cong nghiep dan dung
5963,Đại học Tôn Đức Thắng,Tài chính ngân hàng,cao dang kinh te cong nghe hcm,dai hoc ton duc thang,quan tri van phong,tai chinh ngan hang
5964,Đại học Trà Vinh,CnTt,dai hoc ton duc thang,dai hoc tra vinh,kinh doanh quoc te,cong nghe thong tin
5965,cd công nghệ thủ đức,điện tử truyền thông,dai hoc quoc te dai hoc quoc gia hcm,cao dang cong nghe thu duc,cong nghe truyen thong,bieu dien nhac cu truyen thong
5966,Đại học Thành Đô,Tài chính-Ngân hàng,dai hoc quang trung,dai hoc thanh do,ngon ngu h mong,tai chinh ngan hang
5967,Trung cấp Tôn Đức Thắng,Quản trị Nhà Hàng - Khách Sạn,dai hoc luat hcm,CannotFound,luat,quan tri khach san
5968,Học Viện Cán Bộ Thành Phố,công tác xã hội,dai hoc duoc ha noi,hoc vien can bo hcm,rang ham mat,cong tac xa hoi
5969,Đại học Sư Phạm TPHCM,Sư phạm Vật lý,dai hoc hoa sen,dai hoc su pham hcm,kinh doanh quoc te,su pham vat ly
5970,đại học lâm nghiệp,kế toán,dai hoc hoa sen,dai hoc lam nghiep,kinh doanh quoc te,ke toan
5971,FPT Polytechnic - Cao đẳng thực hành FPT,Ứng dụng phần mềm,dai hoc cong nghiep thuc pham hcm,cao dang thuc hanh fpt,cong nghe ky thuat moi truong,ung dung phan mem
5972,cao đẳng đại việt sài gòn,quản trị nhà hàng khách sạn,trung cap,cao dang dai viet sai gon,huan luyen mua,quan tri khach san
5973,tôn đức thắng,công nghệ sinh học,dai hoc macquarie,dai hoc ton duc thang,pho thong,cong nghe sinh hoc
5974,liên thông Đại học kinh tế tài chính UEF,Marketing,trung hoc co so,dai hoc kinh te tai chinh hcm,ly luan lich su phe binh my thuat,marketing
5975,THPT Nguyễn An Ninh,toan,dai hoc nam cross,trung hoc pho thong nguyen an ninh,quan tri kinh doanh,toan co
5976,HUFLIT,Office Administration,dai hoc ha noi,CannotFound,xa hoi hoc,office administration
5977,Cao đẳng Tài chính Hải Quan,Chuyên ngành: Kế toán doanh nghiệp,dai hoc phu yen,cao dang tai chinh hai quan,giao duc mam non,chuyen nganh
5978,dậy nghề 12,lái xe,dai hoc ngoai ngu dai hoc hue,CannotFound,ngon ngu anh,lai xe
5979,Đại học Sài Gòn,Tài chính-Ngân hàng,dai hoc luat ha noi,dai hoc sai gon,ly luan lich su phe binh my thuat,tai chinh ngan hang
5980,Đại học Duy Tân,Tài chính - Ngân hàng,dai hoc luat ha noi,dai hoc duy tan,ly luan lich su phe binh my thuat,tai chinh ngan hang
5981,trường cao đẳng kinh tế công nghệ tphcm,quản trị văn phong,dai hoc luat ha noi,cao dang kinh te cong nghe hcm,ly luan lich su phe binh my thuat,quan tri van phong
5982,Ton Duc Thang,Quan Tri Kinh Doanh Quoc Te,dai hoc luat ha noi,dai hoc ton duc thang,ly luan lich su phe binh my thuat,quan tri kinh doanh
5983,kent international college,đa truyền thông,trung hoc pho thong,cao dang quoc te hcm,ly luan lich su phe binh my thuat,da truyen thong
5984,dai hoc quoc te hong bang,ngon ngu anh,cao dang su pham nam dinh,dai hoc quoc te hong bang,su pham ngu van,ngon ngu anh
5985,Trường Đại học Luật TP HCM,Luật học,dai hoc nguyen tat thanh,dai hoc luat hcm,tai chinh ngan hang,luat hoc
5986,đại học y dược hà nội,răng hàm mặt,cao dang nghe thuat ha noi,dai hoc duoc ha noi,quan ly van hoa,rang ham mat
5987,Đại Học Hoa Sen,Kinh Doanh Quốc Tế,vien dai hoc mo ha noi,dai hoc hoa sen,ly luan lich su phe binh my thuat,kinh doanh quoc te
5988,Đại học Hoa Sen,Kinh doanh quốc tế,trung hoc pho thong,dai hoc hoa sen,ly luan lich su phe binh my thuat,kinh doanh quoc te
5989,Đại học Công nghiệp thực phẩm Hồ Chí Minh,Công nghệ Kỹ thuật môi trường,cao dang canh sat nhan dan i,dai hoc cong nghiep hcm,trung cap,cong nghe ky thuat moi truong
5990,trường trung cấp y dược,bấm huyệt -  xoa bóp,cao dang kinh te doi ngoai,CannotFound,ly luan lich su phe binh my thuat,bam huyet xoa bop
5991,Marie Curie,THPT,cao dang nghe yen bai,CannotFound,pho thong,trung hoc pho thong
5992,THCS BÌNH THỊNH,0,dai hoc cong nghe sai gon,trung hoc co so binh thinh,thiet ke noi that,0
5993,Southern Cross University,Administrative Business,dai hoc cong nghiep hcm,southern cross university,quan tri kinh doanh,quan tri kinh doanh
5994,Ha Noi University,TESOL,dai hoc can tho,dai hoc quoc gia ha noi,ly luan lich su phe binh my thuat,tesol
5995,đh phú yên,giáo dục mầm non,dai hoc can tho,dai hoc phu yen,ly luan lich su phe binh my thuat,giao duc mam non
5996,ĐH Ngoại ngữ Đà Nẵng,Ngôn ngữ Nhật,dai hoc kinh te luat hcm,dai hoc ngoai ngu da nang,ly luan lich su phe binh my thuat,ngon ngu nhat
5997,Đại học Luật Hà Nội,0,dai hoc kinh te luat hcm,dai hoc luat ha noi,ly luan lich su phe binh my thuat,0
5998,Đại học Luật Hà Nội,0,trung hoc pho thong,dai hoc luat ha noi,ly luan lich su phe binh my thuat,0
5999,Đại học Luật Hà Nội,0,cao dang kinh te cong nghe hcm,dai hoc luat ha noi,quan tri dich vu du lich lu hanh,0
6000,Đại học Luật Hà Nội,0,trung cap,dai hoc luat ha noi,cong nghe sau thu hoach,0
6001,THPT Chí Linh,0,dai hoc y duoc dai hoc hue,trung hoc pho thong chi linh,ky thuat xet nghiem y hoc,0
6002,Cao đẳng Sư phạm Nam Định,Sư phạm Ngữ văn,dai hoc fpt,cao dang su pham nam dinh,tai chinh ngan hang,su pham ngu van
6003,nguyễn tất thành,tai chính ngân hàng,dai hoc bach khoa ha noi,dai hoc nguyen tat thanh,khoa hoc ky thuat may tinh,tai chinh ngan hang
6004,Cao đẳng nghệ thuật Hà Nội,Quản lý văn hóa,dai hoc mo hcm,cao dang nghe thuat ha noi,tai chinh ngan hang,quan ly van hoa
6005,Viện Đại học Mở Hà Nội,0,dai hoc hung vuong,dai hoc mo ha noi,quan tri marketing,0
6006,THPT Chuyên Lê Văn Thụy,0,cao dang nghe co dien ha noi,trung hoc pho thong chuyen le van thuy,dien cong nghiep,0
6007,Trung cấp canh sát Nhân dân,Trung cấp canh sát,cao dang cong nghiep in,CannotFound,go han,trung cap canh sat
6008,Cao Đẳng Kinh tế Đối ngoại Tp.HCM,0,cao dang nghe binh thuan,cao dang kinh te doi ngoai,tai chinh ngan hang,0
6009,Yên Bái,không,dai hoc dong a,cao dang yen bai,quan tri kinh doanh,khong
6010,Đại học Công nghệ Sài Gòn,Thiết kế nội thất,dai hoc troy,dai hoc cong nghe sai gon,tai chinh ngan hang,thiet ke noi that
6011,Trường Đại Học Công Ngiệp 4 Thành Phố Hồ Chí Minh,Quản Trị Kinh Doanh Tổng Hợp,dai hoc can tho,dai hoc cong nghiep hcm,hoa duoc,quan tri kinh doanh
6012,Đại học Cần Thơ,0,dai hoc ha noi,dai hoc can tho,su pham tieng anh,0
6013,Đại học Cần Thơ,0,dai hoc quoc gia ha noi,dai hoc can tho,luat kinh doanh,0
6014,Đại học Kinh tế- Luật_ Đại học QGHCM,1,dai hoc cong nghe hcm,dai hoc kinh te luat dai hoc quoc gia hcm,quan tri kinh doanh,1
6015,Đại học Kinh tế- Luật_ Đại học QGHCM,1,dai hoc bach khoa hcm,dai hoc kinh te luat dai hoc quoc gia hcm,ky thuat dien tu vien thong,1
6016,"THPT Chi Lăng, Tịnh Biên, An Giang",1,dai hoc thuong mai,trung hoc pho thong chi lang tinh bien an giang,ke toan,1
6017,trường cao đẳng kinh tế công nghệ tphcm,quản trị dịch vụ du lịch và lữ hành,dai hoc monash,cao dang kinh te cong nghe hcm,tai chinh doanh nghiep,quan tri dich vu du lich lu hanh
6018,Truong trung cap nghe cong nghiep tau thuy v,Nghanh: cong nghe che tao vo tau thuy,dai hoc cong nghiep hcm,CannotFound,quan tri mang may tinh,nghanh: cong nghe che tao vo tau thuy
6019,Đại học y dược,Chuyên ngành Cử nhân xét nghiệm,trung tam,dai hoc y duoc hcm,kinh doanh xuat nhap khau,chuyen nganh
6020,ĐẠI HỌC FPT,Finance and banking,dai hoc cong nghiep thuc pham hcm,dai hoc fpt,quan tri kinh doanh,tai chinh ngan hang
6021,Đại Học Bách Khoa Hà Nội,Tiếng Anh Khoa Học Và Kỹ Thuật,trung tam,dai hoc bach khoa ha noi,he thong giao thong thong minh,tieng anh khoa hoc ky thuat
6022,Đại học Mở thành phố Hồ Chí Minh,Tài chính - ngân hàng,dai hoc nong lam dai hoc hue,dai hoc mo hcm,phat trien nong thon,tai chinh ngan hang
6023,ĐH Hùng Vương HCM,Quản tri Kinh doanh - Chuyên ngành Marketing,dai hoc kinh te hcm,dai hoc hung vuong hcm,tieng anh thuong mai,quan tri kinh doanh
6024,Cao đẳng nghề Cơ Điện,Điện Công nghiệp,dai hoc nguyen tat thanh,cao dang nghe co dien ha noi,tai chinh ngan hang,dien cong nghiep
6025,Cao đẳng Công nghiệp Sao Đỏ,Hàn,dai hoc nong lam dai hoc hue,cao dang cong nghiep cao su,quan tri kinh doanh,han nom
6026,quận 2,bán hàng,dai hoc cong nghe hcm,cao dang quan y 2,dien cong nghiep,ban hang
6027,Chung Hua University,Business Administration,dai hoc giao thong van tai,chung hua university,kinh te,quan tri kinh doanh
6028,Yuda University,Finance and Banking,dai hoc giao thong van tai,yuda university,kinh te xay dung,tai chinh ngan hang
6029,Đại học Cần Thơ,Chuyên ngành Hoá Dược,dai hoc sai gon,dai hoc can tho,quan tri khach san,chuyen nganh
6030,đại học hà nội,"tiếng trung,  tiếng anh",hoc vien hau can,dai hoc ha noi,quan tri kinh doanh,tieng trung tieng anh
6031,Khoa Luật - ĐHQGHN,Luật kinh doanh,trung hoc co so,dai hoc luat dai hoc quoc gia ha noi,pho thong,luat kinh doanh
6032,hutech,quản trị kinh doanh,dai hoc cong nghiep hcm,CannotFound,ky thuat dien,quan tri kinh doanh
6033,khoa tại chức Đại học Bách Khoa,Điện tử viễn thông,cao dang co dien phu tho,khoa tai chuc dai hoc bach khoa,hoc sinh,ky thuat dien tu vien thong
6034,ĐH Thương mại,Kế toán,dai hoc thong tin lien lac,dai hoc thuong mai,ky thuat dien tu vien thong,ke toan
6035,dai hoc Mo,tai chinh-ngan hang,dai hoc nha trang,dai hoc mo hcm,kiem toan,tai chinh ngan hang
6036,NIIT Edufirst,Network Administrator,trung hoc pho thong,CannotFound,nong nghiep,quan tri van phong
6037,Trung tâm VnPro,CCNA,dai hoc tai chinh marketing,CannotFound,luat thuong mai quoc te,ccna
6038,Đại học Công Nghệ Thực Phẩm,Quản Trị Kinh Doanh,cao dang kinh te cong nghe hcm,dai hoc cong nghe thuc pham,cong nghe thong tin,quan tri kinh doanh
6039,Trung tâm Anh ngữ VATC,Anh văn giao tiếp,dai hoc kinh te hcm,CannotFound,tai chinh luong,anh van giao tiep
6040,Đại học Nông Lâm Huế,Phát triển nông thôn,dai hoc mo hcm,dai hoc nong lam hue,tieng anh thuong mai,phat trien nong thon
6041,Đại học Kinh Tế TP.HCM,Tiếng Anh Thương Mại,dai hoc quoc te dai hoc quoc gia hcm,dai hoc kinh te hcm,cong nghe thong tin,tieng anh thuong mai
